No,질문,답변
001685,"- 화면번호 : 6000

- 문의내용 : DART에 공시가 올라온 사항인데, DART나 KIND 공시가 체크에 안 나올 수 있나요?

","안녕하세요. CHECKExpert+ 입니다.

금융감독원은 DART에 공시를 게재하고 따로 전산적으로 분배하지 않습니다. 

한국거래소의 경우 KIND에 공시를 게재하고, 전산적으로 분배를 합니다. 다만 대용량이거나 내부 규정에 따라 일부 공시는 전산적으로 분배를 하지 않습니다. (대앙제지의 공매매수의 경우 전산적으로 분배하지 않은 건)

따라서 저희가 전산적으로 분배하지 않는 공시는 입수하기가 어렵습니다. 

이렇다보니 CHECK를 포함한 국내 금융정보 제공업체들은 모두 DART나 KIND 홈페이지 링크를 같이 제공합니다. 

1300 화면에서 해당 종목 조회하신 후 상단 메뉴 중 '공시정보'를 선택하시면 DART 또는 KIND의 해당 종목 공시가 조회됩니다. 

결론은 DART나 KIND 홈페이지에 떴어도 전산적으로 분배되지 않은 공시는 제공되지 않습니다.(타정보단말도 마찬가지임) 

다만 주요 기업들의 경우 언론사들이 공시를 기사로 쓰기 때문에 그 기사가 '감시'되서 내용을 확인할 수 있는 경우도 있습니다.

저희도 해당 문제점을 인식하고 있어 전산적으로 분배되지 않는 공시를 제공하는 방안을 검토 중인데 단기간에 제공하기는 어려울 듯 합니다. 

감사합니다. "
001683,"- 화면번호 : 6000

- 문의내용 : 공시 단어감시로 '공개매수' 를 넣었는데, 금일 대양제지 공개매수 공시가 감시로 나오지 않았습니다. 제대로 설정이 된게 맞나요?","안녕하세요. CHECKExpert+ 입니다.

'감시' 기능의 문제가 아니라 대양제지 공개매수의 경우 한국거래소에서 전산적으로 분배하는 공시가 아니라서 CHECK 서비스로 입수가 안됐기 때문에 나오지 않습니다.

한국거래소는 일부 공시의 경우 대용량 문제, 내부 규정 등에 따라 전산적으로 분배하지 않고, 기업공채널(KIND)에만 공지를 합니다.  

죄송하지만 현재는 전산적으로 분배하는 공시가 아닌 경우 입수하기가 어려워 따로 제공이 안되고 있습니다. 

감사합니다. "
001677,"- 화면번호 : 8112

- 문의내용 : 관심종목 코드연동 시, 주식선물로 연동이 됩니다. 주식코드로 연동하려면 어떻게 해야 하나요?","안녕하세요. CHECKExpert+ 입니다.

해당 현상을 해결하는 방법은 1) 선물 화면은 연동을 안 해놓으시거나, 2) 화면 여는 순서를 달리하시면 됩니다.

CHECK는 화면을 연 순서에 따라 연동된 화면으로 코드를 내려주게 됩니다. 만약 연동된 선물 화면을 주식현물 화면과 8112 화면보다 먼저 열어놓으면 주식코드를 조회하시더라도 주식선물 화면이 우선하기 때문에 8112 화면으로 주식선물코드를 내려주게 됩니다. 

감사합니다. "
001673,"- 화면번호 : 

- 문의내용 : 속보 기능 끄고 싶은데 어떻게 해야하나요??","안녕하세요. CHECKExpert+ 입니다.

속보 기능이라고 말씀하신 것이 구체적으로 어떤 기능을 말씀하시는 것일까요?

일단 저희가 추정할 수 있는 기능은 환경통합설정(F5)-알림설정-뉴스감시 창에 '단어감시'에 '속보' 단어가 있을 경우 입니다. '속보' 단어를 삭제하시면 더이상 속보가 왔을 때 창이 뜨지 않습니다.

두번째 추정할 수 있는 기능은 뉴스창에서 속보 색상을 달리하지 않고자 하시는 경우입니다. 위에 말씀드린 뉴스감시 창 하단에 감시뉴스 색상설정이 있는데, '뉴스속보' 색상을 검은색으로 변경하시면 됩니다. 

위 2가지 경우가 아닐 경우 죄송하지만 없애고자 하시는 속보 기능에 대해 다시 한번 문의를 남겨주시기 바랍니다. 감사합니다. "
001672,"- 화면번호 : 

- 문의내용 : 키워드로 뉴스 알림 하는 법이 궁금합니다.","안녕하세요. CHECKExpert+ 입니다.

6106 뉴스 종합 화면 좌측 상단에서 '감시' 탭을 클릭합니다. 

감시 탭 바로 아래의 '감시설정' 버튼을 누르시면 종목, 단어 등에 대한 알림을 설정하는 팝업창이 뜹니다.(F5를 눌러도 환경통합설정 창 나옴)

알림을 설정하고자 하시는 키워드를 '단어추가'에 입력하시고 설정창 아래 '저장-확인'을 누르시면 됩니다. (감시 범위, 소리 알람, 새창 팝업, 스크랩, 색상절정 등 부분도 원하시는 대로 설정)

설정이 끝나셨으면 해당 단어가 6016 화면 감시 탭에서 보입니다. 종목(삼성전자)과 단어(급등)를 감시설정한 예를 캡쳐해서 보내드리오니 참고하시기 바랍니다. 

감사합니다. "
001669,"- 화면번호 : 7201

- 문의내용 : 아 보내주신 22년 8월 사업보고서상에는 같게나오네요 22년 12월부터 공시된 사업보고서부터 금액이 달라진거같은데 일단 확인하겠습니다 감사합니다! ","안녕하세요. CHECKExpert+ 입니다.

말씀해주신 부분을 확인해 보니 에스케이에코프로에서 2022년 8월에 정정신고가 있었는데 FnGuide에서 해당 부분을 데이터에 반영하지 않은 듯 합니다. (캡쳐 참고)

저희가 FnGuide 측에 연락해서 해당 부분 수정을 요청하도록 하겠습니다. 

알려주셔서 감사합니다.  "
001668,"- 화면번호 : 7201

- 문의내용 :
에스케이에코플랜트(주)의 데이터입니다. 제가확인한 수치는 IFRS(별도) 손익계산서상 2020년 2021년 당기순이익 입니다. ","안녕하세요. CHECKExpert+ 입니다.

DART에서 에스케이에코플랜트(주)의 사업보고서를 확인한 결과 2020년과 2021년 당기순이익 값이 같습니다.

CHECK 7201 화면의 값과 에스케이에코플랜트(주) 사업보고서의 해당 데이터를 캡쳐해서 보내드리니 확인해 보시기 바랍니다. 

감사합니다. 
"
001667,"- 화면번호 : 7201

- 문의내용 : 해당 화면의 재무제표는 어떤 데이터를 가져와서 작성되는지 궁금합니다, DART 공시와 조금 다른 부분이 있는 것 같아서요. 에스케이에코플랜트(주)의 IFRS(별도) 손익계산서상 2020년, 2021년 당기순이익입니다. ","안녕하세요. CHECKExpert+ 입니다.

CHECK의 재무제표 데이터는 FnGuide로부터 입수하고 있습니다. FnGuide는 상장사협의회로부터 재무 데이터를 입수합니다. 

문의하신 에스케이에코플랜트㈜의 경우 2021년 IFRS로 회계기준을 변경한데 따른 영향입니다. 2022년 8월에 발표한 2021년(제60기) 재무제표는 한국 일반기업회계 기준으로 작성했지만, 같은 날 발표한 분기보고서와 이후 발표한 사업보고서에서는 IFRS로 변경해 발표했습니다. 2020년 데이터의 경우 2022년에 변경했지만 2년 전(전전기) 데이터의 경우 회사에서 수정하더라도 감사 대상이 아니라서 감사를 받은 데이터가 아니기 때문에 FnGuide에서 수정 사항을 반영하지 않는다고 합니다. 참고로 직전 연도 데이터까지만 비교를 통해 수정 반영을 합니다. 

감사합니다. "
001664,"- 화면번호 : 

- 문의내용 : 안녕하세요? 사무실에 있는 체크단말기를 재택근무시에도 활요아고 싶은데, 재택근무 인원이 체크단말기에 접속하는 방법을 알려주실 수 있나요?
","안녕하세요. CHECKExpert+ 입니다.

CHECK 재택근무 접속 방법 안내해드립니다. 

1. 기존의 CHECK 에서 F2를 눌러 PID 메모 (영문숫자 10자리)

2. 기존 CHECK의 페이지목록, 관심종목 등을 노트북으로 전송
  → C:\Program files(x86)\CheckxpPlus  내의 ""USER""폴더를 압축하여 이메일로 노트북에 전송

3. 노트북에 CHECK 프로그램 설치 
  http://www.check.co.kr > Download > CHECK Expert+ 설치
  (https 아님)

4. 기존 CHECK의 USER폴더를 동일한 경로에 덮어쓰기

5. CHECK 실행후, 메모했던 PID 입력하여 접속


[재택근무시, CHECK-엑셀 연동 안되는 경우]

(현상) 회사에서 만든 CHECK엑셀파일이 안열림 (disconnect , #NAME 에러 등)

방법1) CHECK 5501 화면에서 마우스 우클릭으로 '엑셀실시간붙여넣기' 실행하여 엑셀을 엽니다. 열린 상태에서 사용자가 원하는 기존의 파일을 불러옵니다.

방법2) 윈도우의 [시작] 을 누르시고 > ""제어판""을 검색 > ""사용자 계정"" > ""사용자 계정 컨트롤 설정 변경""

> 컨트롤 게이지를 맨 하단 (""알리지 않음"") 으로 내리고 확인 > PC 재부팅

감사합니다. "
001516,"- 화면번호 : 

- 문의내용 : 개별 주식 마진 데이터","안녕하세요. CHECKExpert+ 입니다.

개별주식의 신용잔고 데이터를 말씀하시는 듯 합니다. 

개별주식의 신용잔고는 1800, 1812, 1801 화면 등에서 확인하실 수 있습니다.

1812와 1801 화면은 화면 상단 메뉴에서 '융자, 금액'으로 설정하시면 신용융자 금액을 보실 수 있습니다. 

감사합니다. "
001515,"- 화면번호 : 

- 문의내용 : 안녕하세요. 해외개별주식선물 현재가격이랑 과거가격을 조회하고 싶은데 볼 수 있는 화면이 있을까요?
","안녕하세요. CHECKExpert+ 입니다.

죄송하지만 현재 해외개별주식선물 데이터는 제공되지 않고 있습니다. 

감사합니다. "
001514,"- 화면번호 : 1949

- 문의내용 : 안녕하세요. 오전에 안내주신 투자자분류체계에 따라서 1949의 투자자와 매핑을 해보고 있습니다. 하기와 같이 매핑하는 것이 맞는지와 기관계는 어떤 코드인지 문의드립니다. 

1949 투자자분류	코드
개인		 8000
투신		 3000
은행		 4000
외국인		외인-등록(순수외국인) + 외인-기타(기타외국인)
연기금 		6000+7000
사모펀드 	3100
보험		 2000
기타합계 	7100
기타법인	 7100
기타금융(종금) 	7100 중에 종합금융만
기관계		?
금융투자(증권)	 1000 중에 증권사만
국가(선물회사)	 7000","안녕하세요. CHECKExpert+ 입니다.

표기하신 순서대로 말씀을 드리겠습니다.

1. '기타금융(종금)'은 5000 중에 종합금융을 말씀하시는거 같습니다.

2. 기관계는 보내드린 투자자분류 체계 아래 주석에 써있듯이 '1000~7000번에 해당하는 법인의 매매동향 정보는 합산하여 '기관투자자'로 한국거래소에서 공표'합니다. 부연하면 기관계는 '금융투자, 보험, 투신, 사모, 은행, 기타금융, 연기금 등'의 합계입니다. 따라서 기관계에는 7100인 기타법인은 포함되지 않습니다. 

3. 국가는 선물회사가 아닙니다. 선물회사는 '금융투자'에 분류됩니다. 

참고로 7000 국가는 한국거래소에서 더이상 따로 데이터를 제공하지 않습니다. 화면에 해당 분류가 있는 이유는 고객님들께서 과거 데이터를 조회하실 수 있기 때문입니다. (투자자분류 체계 주석에 나와 있는 ""연기금(6000) 및 국가지자체(7000)의 매매동향 정보는 합산하여 '연기금 등'으로 공표"" 내용 참고)

감사합니다. "
001513,"- 화면번호 : 1949

- 문의내용 : 안녕하세요. 1949에 나오는 투자자별 분류기준은 어떤 기준을 따르고 있을까요? 혹시 법률에 근거한다면 어떤 법의 몇 번째 조항인지 문의드립니다.  그리고 기타합계와 기타법인의 차이가 무엇인지 문의드립니다. 
","안녕하세요. CHECKExpert+ 입니다.

한국 주식시장의 투자자 분류기준은 '자본시장과 금융투자업에 관한 법률(자본시장법)'을 따르고 있습니다. 

해당 화면의 '기타'와 '기타법인'은 동일한 데이터라고 보시면 됩니다. 

'기타법인'이란 금융투자업자, 보험회사, 집합투자기구(사모제외), 사모집합투자기구, 은행, 기타금융기관, 연기금 및 공제회, 국가, 지방자치단체 및 국제기구에 해당하지 않는 '일반 법인'을 의미합니다. 

감사합니다. "
001512,"- 화면번호 : 

- 문의내용 : 혹시 과거 주식 체결내역을 볼 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

1311 화면에서 체결내역을 확인하실 수 있습니다. 

다만 체결내역은 영업일 기준 과거 35일까지 제공됩니다.

감사합니다. "
001511,"- 화면번호 : 개별주식선물

- 문의내용 : 개별주식선물 기간별 매도순위가 나오는 화면이 있을까요","안녕하세요. CHECKExpert+ 입니다.

4228 투자자>주식선물>투자자시세표 화면에서 확인하실 수 있습니다. 

감사합니다. "
001510,6310 GDR 섹션에서 삼성전자우는 DR이 어디 등록되어 있는거 기준이고 해당 종목 티커가 어떻게 되나요?,"안녕하세요. CHECKExpert+ 입니다.

삼성전자우 DR의 티커는 'SAME.LU' 입니다.

종목/지수에 대한 티커가 화면에서 확인이 안되는 경우가 있는데 이때 8112 신종합차트 화면에서 해당 종목/지수를 검색하시면 대부분의 티커를 파악하실 수 있으니 참고하시기 바랍니다. 

감사합니다. "
